,Text,Good A,Good B,Good C,Person 1 money,Person 2 money,Person 3 money
12,"{
""Person 1"": [""Good C"", 0],
""Person 2"": [""Good A"", ""Good B"", 2],
""Person 3"": [""Good A"", 3]
}",3,2,1,0,2,3
13,"{
""Person 1"": ""[Good A, 2]"",
""Person 2"": ""[Good B, 3]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,2,3,0
14,"{
""Person 1"": [""Good A"", ""Good B"", ""1 unit of money""],
""Person 2"": [""Good C"", ""4 units of money""],
""Person 3"": [""3 units of money""]
}",1,1,2,1,4,0
15,"{
""Person 1"": [""Good A"", ""0 money""],
""Person 2"": [""Good B"", ""1 money""],
""Person 3"": [""Good C"", ""4 money""]
}",1,2,3,0,1,4
16,"{
""Person 1"": ""[Good A, 3]"",
""Person 2"": ""[Good B, 2]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,3,2,0
17,"{
  ""Person 1"": ""[Good A, 2 units of money]"",
  ""Person 2"": ""[Good B, 3 units of money]"",
  ""Person 3"": ""[Good C, 0 units of money]""
}",1,2,3,2,3,0
18,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""2 units of money""],
""Person 3"": [""Good C"", ""2 units of money""]
}",1,2,3,1 unit of money,2 units of money,2 units of money
19,"```json
{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", 0]
}
```",1,2,3,2,3,0
20,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""1 unit of money""]
}",1,2,3,1 unit of money,3 units of money,1 unit of money
21,"{
""Person 1"": ""[Good A, 1 unit of money]"",
""Person 2"": ""[Good B, Good C, 2 units of money]"",
""Person 3"": ""[3 units of money]""
}",1,2,2,1,2,3
22,"``` JSON
{
""Person 1"": ""[(Good A), (1 unit of money)]""
""Person 2"": ""[(Good B), (3 units of money)]""
""Person 3"": ""[(Good C), (1 unit of money)]""
}
```",1,2,3,1,3,1
23,"{
""Person 1"": [""Good B"", 2],
""Person 2"": [""Good A"", ""Good C"", 3],
""Person 3"": [""Good A"", 0]
}",3,1,2,2,3,0
24,"{
""Person 1"": ""[Good A, 1 unit of money]"",
""Person 2"": ""[Good B, 3 units of money]"",
""Person 3"": ""[Good C, 1 unit of money]""
}",1,2,3,1,3,1
25,"``` JSON
{
""Person 1"": [""Good A"", 3],
""Person 2"": [""Good B"", 2],
""Person 3"": [""Good C"", 0]
}
```",1,2,3,3,2,0
26,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""discards Good A"", ""discards Good B""]
}",1,2,3,2 units of money,3 units of money,0 units of money
27,"{
""Person 1"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""0""]
}",1,2,3,1,4,0
28,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""4 units of money""],
""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,1 unit of money,4 units of money,0 units of money
29,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""1 unit of money""]
}",1,2,3,1 unit of money,3 units of money,1 unit of money
30,"{
""Person 1"": ""[Good A, $0]"",
""Person 2"": ""[Good B, $3]"",
""Person 3"": ""[Good C, $2]""
}",1,2,3,$0,$3,$2
31,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""0""]
}",1,2,3,2,3,0
32,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,2,3,0
33,"{
""Person 1"": [""Good A"", ""0""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""3""]
}",1,2,3,0,2,3
34,"{
""Person 1"": ""[Good A, 4]"",
""Person 2"": ""[Good B, Good C, 1]"",
""Person 3"": ""[Good A, 0]""
}",1,2,2,1,1,3
35,"{
""Person 1"": ""[Good A, 1 unit of money]"",
""Person 2"": ""[Good B, 3 units of money]"",
""Person 3"": ""[Good C, 1 unit of money]""
}",1,2,3,1,3,1
36,"{
""Person 1"": ""[Good A, 3]"",
""Person 2"": ""[Good B, 2]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,3,2,0
37,"{
""Person 1"": ""[Good A, 3.5]"",
""Person 2"": ""[Good B, 1]"",
""Person 3"": ""[Good C, 0.5]""
}",1,2,3,1.5,1,2.5
38,"{
""Person 1"": ""[Good A, 2 units of money]"",
""Person 2"": ""[Good B, 3 units of money]"",
""Person 3"": ""[Good C]""
}",1,2,3,2,3,0
39,"{
""Person 1"": ""[Good A, 1 unit of money]"",
""Person 2"": ""[Good B, 2 units of money]"",
""Person 3"": ""[Good C, 2 units of money]""
}",1,2,3,1,2,2
40,"{
""Person 1"": ""[Good C, 2.5]"",
""Person 2"": ""[Good A, 2]"",
""Person 3"": ""[Good B, 0.5]""
}",2,3,1,2.5,2,0.5
41,"{
""Person 1"": [""Good A"", 3],
""Person 2"": [""Good B"", 2],
""Person 3"": [""Good C"", 0]
}",1,2,3,2,3,0
42,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""2 units of money""],
""Person 3"": [""Good C"", ""2 units of money""]
}",1,2,3,1 unit of money,2 units of money,2 units of money
43,"{
""Person 1"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""1""]
}",1,2,3,1,3,1
44,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""1 unit of money""]
}",1,2,3,1,3,1
45,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""Good C"", ""1""],
""Person 3"": [""Good A"", ""3""]
}",1,2,2,2,1,3
46,"{
""Person 1"": [""Good A"", 0],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",1,2,3,0,5,0
47,"{
  ""Person 1"": [""Good A"", ""1 unit of money""],
  ""Person 2"": [""Good B"", ""4 units of money""],
  ""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,1 unit of money,4 units of money,0 units of money
48,"{
""Person 1"": ""[Good A, 3]"",
""Person 2"": ""[Good B, 2]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,3,2,0
49,"{
  ""Person 1"": [""Good A"", ""2""],
  ""Person 2"": [""Good B"", ""Good C"", ""3""],
  ""Person 3"": [""Good A"", ""0""]
}",1,2,2,2,3,0
50,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,2 units of money,3 units of money,0 units of money
51,"{
""Person 1"": ""[(Good A), (2 units of money)]"",
""Person 2"": ""[(Good B), (3 units of money)]"",
""Person 3"": ""[(Good C), (0 units of money)]""
}",1,2,3,2,3,0
52,"{
""Person 1"": [""Good A"", ""0 units""],
""Person 2"": [""Good B"", ""2 units""],
""Person 3"": [""Good C"", ""3 units""]
}",1,2,3,0 units,2 units,3 units
53,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""Good C"", ""1 unit of money""],
""Person 3"": [""3 units of money""]
}",1,2,2,2,1,3
54,"{
""Person 1"": ""[Good A, Good B, 0]"",
""Person 2"": ""[Good C, 4]"",
""Person 3"": ""[0, 1]""
}",1,1,2,0,4,1
55,"{
""Person 1"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""0""]
}",1,2,3,2,3,0
56,"{
""Person 1"": ""[Good C, 1]"",
""Person 2"": ""[Good A, Good B, 2]"",
""Person 3"": ""[Good A, 2]""
}",3,2,1,1,2,2
57,"{
""Person 1"": ""[Good A, 1.5 units of money]"",
""Person 2"": ""[Good B, 3.5 units of money]"",
""Person 3"": ""[Good C, 0 units of money]""
}",1,2,3,1.5,3.5,0
58,"{
""Person 1"" : [""Good A"", ""2 units of money""],
 ""Person 2"": [""Good B"", ""3 units of money""],
 ""Person 3"" : [""Good C""]
}",1,2,3,2,3,0
59,"{
""Person 1"": ""[Good A, 1]"",
""Person 2"": ""[Good B, 1.5]"",
""Person 3"": ""[Good C, 2.5]""
}",1,2,3,1,1.5,2.5
60,"{
""Person 1"": [""Good A"", ""Good B"", 0],
""Person 2"": [""Good C"", 4],
""Person 3"": [""Good A"", 1]
}",1,1,2,0,4,1
61,"{
  ""Person 1"": [""Good A"", ""2 units of money""],
  ""Person 2"": [""Good B"", ""3 units of money""],
  ""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,2 units of money,3 units of money,0 units of money
62,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""1 unit of money""]
}",1,2,3,1 unit of money,3 units of money,1 unit of money
63,"{
  ""Person 1"": [""Good A"", ""2""],
  ""Person 2"": [""Good B"", ""3""],
  ""Person 3"": [""Good C"", ""0""]
}",1,2,3,2,3,0
64,"{
""Person 1"": ""[Good A, Good C, 0]"",
""Person 2"": ""[Good B, 2]"",
""Person 3"": ""[3]""
}",1,2,1,0,2,3
65,"{
""Person 1"": [""Good A"", ""Good B"", 2],
""Person 2"": [""Good C"", 3],
""Person 3"": [""5""]
}",1,1,2,2,3,0
66,"{
""Person 1"": ""[Good A, 0.5]"",
""Person 2"": ""[Good B, 2.5]"",
""Person 3"": ""[Good C, 2]""
}",1,2,3,0.5,2.5,2
67,"{
""Person 1"": ""[Good C, 3]"",
""Person 2"": ""[Good B, 2]"",
""Person 3"": ""[Good A, 0]""
}",3,2,1,3,2,0
68,"{
""Person 1"": [""Good A"", 2],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 0]
}",1,2,3,2,3,0
69,"{
""Person 1"": [""Good A"", 0],
""Person 2"": [""Good B"", 0],
""Person 3"": [""Good C"", 5]
}",1,2,3,0,0,5
70,"{
""Person 1"": [""Good A"", ""Good C"", ""1""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good A"", ""2""]
}",1,2,1,1,2,2
71,"{
""Person 1"": ""[Good A, 2 units of money]"",
""Person 2"": ""[Good B, 3 units of money]"",
""Person 3"": ""[Good C]""
}",1,2,3,2,3,0
72,"{
""Person 1"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""1""]
}",1,2,3,1,3,1
73,"```json
{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""0""]
}
```",1,2,3,2,3,0
74,"{
""Person 1"": [""Good A""],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 2]
}",1,2,3,0,3,2
75,"{
""Person 1"": [""Good A"", 2],
""Person 2"": [""Good B"", ""Good C"", 1],
""Person 3"": [""Good A"", 2]
}",1,2,2,2,1,0
76,"```JSON
{
  ""Person 1"": ""[Good A, 2]"",
  ""Person 2"": ""[Good B, 3]"",
  ""Person 3"": ""[Good C, 0]""
}
```",1,2,3,2,3,0
77,"{
""Person 1"": [""Good A"", ""0""],
""Person 2"": [""Good B"", ""2.5""],
""Person 3"": [""Good C"", ""2.5""]
}",1,2,3,0,2.5,2.5
78,"```JSON
{
""Person 1"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""0""]
}
```",1,2,3,2,0,3
79,"{
""Person 1"": ""[Good A, 2]"",
""Person 2"": ""[Good B, 3]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,2,3,0
80,"{
""Person 1"": ""[Good A, 2]"",
""Person 2"": ""[Good B, 3]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,2,3,0
81,"{
  ""Person 1"": [""Good A"", ""2.5""],
  ""Person 2"": [""Good B"", ""3""],
  ""Person 3"": [""Good C"", ""1.5""]
}",1,2,3,2.5,3,1.5
82,"{
""Person 1"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""0""]
}",1,2,3,1,4,0
83,"{
""Person 1"": ""[Good A, Good C, 2]"",
""Person 2"": ""[Good B, 3]"",
""Person 3"": ""[4]""
}",1,2,1,2,3,0
84,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""1""]
}",1,2,3,2,2,1
85,"{
""Person 1"": ""[Good A, 0.5]"",
""Person 2"": ""[Good B, 4.5]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,0.5,4.5,0
86,"{
""Person 1"": [""Good A"", 1 unit of money],
""Person 2"": [""Good B"", 3 units of money],
""Person 3"": [""Good C"", 1 unit of money]
}",1,2,3,1,3,1
87,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""2 units of  money""],
""Person 3"": [""Good C"", ""2 units of  money""]
}",1,2,3,1 unit of money,2 units of  money,2 units of  money
88,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good C"", ""4""],
""Person 3"": [""Good B"", ""1""]
}",1,3,2,2,4,1
89,"{
""Person 1"": [""Good A"", 4],
""Person 2"": [""Good B"", 1],
""Person 3"": [""Good C"", 0]
}",1,2,3,1,0,4
90,"{
""Person 1"": [""Good A"", ""2 units of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""0 units of money""]
}",1,2,3,2,3,0
91,"{
""Person 1"": ""[(Good A), (2)]"",
""Person 2"": ""[(Good B), (2)]"",
""Person 3"": ""[(Good C), (1)]""
}",1,2,3,2,2,1
92,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""0""]
}",1,2,3,2,3,0
93,"{
""Person 1"": ""[Good A, $0]"",
""Person 2"": ""[Good B, $3]"",
""Person 3"": ""[Good C, $2]""
}",1,2,3,0,3,2
94,"{
""Person 1"": [""Good A"", ""Good B"", 1],
""Person 2"": [""Good C"", 3],
""Person 3"": [""Good A"", 1]
}",1,1,2,1,3,0
95,"{
""Person 1"": [""Good A"", ""1 unit of money""],
""Person 2"": [""Good B"", ""3 units of money""],
""Person 3"": [""Good C"", ""1 unit of money""]
}",1,2,3,1,3,1
96,"{
""Person 1"": ""[Good A, 4]"",
""Person 2"": ""[Good B, 1]"",
""Person 3"": ""[Good C, 0]""
}",1,2,3,1,0,4
97,"{
""Person 1"": [""Good A"", 2],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 0]
}",1,2,3,2,3,0
98,"{
""Person 1"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""1""],
""Person 3"": [""Good C"", ""2""]
}",1,2,3,2,1,2
99,"{
""Person 1"": [""Good A"", ""1.5""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""0.5""]
}",1,2,3,1.5,3,0.5
