,Text,Good A,Good B,Good C,Good D,Good E,Good F
30,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good D"", ""Good F""]
}",2,1,1,2,1,2
31,"{
""Person 1"": ""Good B, Good C, Good E"",
""Person 2"": ""Good A, Good D, Good F"",
""Person 3"": ""Good D, Good E, Good F""
}",2,1,1,3,3,2
32,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
33,"{
""Person 1"": ""Good A, Good C, Good E"",
""Person 2"": ""Good D, Good F"",
""Person 3"": ""Good B""
}",1,3,1,2,1,2
34,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,1,1,2,1,2
35,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good F""]
}",1,2,1,2,1,3
36,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good B"", ""Good D""],
""Person 3"": [""Good F""]
}",2,2,1,2,1,3
37,"{
""Person 1"": ""Good B, Good C, Good E"",
""Person 2"": ""Good A, Good D, Good F"",
""Person 3"": ""Good C, Good D, Good E""
}",2,1,1,2,3,2
38,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",1,2,3,3,1,2
39,"{
""Person 1"": [""Good A"", ""Good C"", ""Good F""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good E""]
}",1,2,1,2,3,1
40,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good B"", ""Good C""]
}",1,2,1,2,1,2
41,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good F""]
}",1,2,1,2,1,3
42,"{
  ""Person 1"": [
    ""Good A"",
    ""Good C""
  ],
  ""Person 2"": [
    ""Good D"",
    ""Good F""
  ],
  ""Person 3"": [
    ""Good B"",
    ""Good E""
  ]
}",1,3,1,2,3,2
43,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A""]
}",1,2,1,2,1,2
44,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good C""]
}",1,2,3,2,1,2
45,"{
""Person 1"": [""Good B"", ""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D"", ""Good E""],
""Person 3"": [""Good B""]
}",2,3,1,2,2,1
46,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C"", ""Good D""],
""Person 3"": [""Good E"", ""Good F""]
}",1,1,2,2,3,3
47,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good C""]
}",1,2,3,2,1,2
48,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C"", ""Good D"", ""Good E""],
""Person 3"": [""Good F""]
}",1,1,2,2,2,3
49,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",1,2,1,2,3,2
50,"{
""Person 1"": [""Good B"",""Good C""],
""Person 2"": [""Good A"",""Good D"",""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
51,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good F"", ""Good B""],
""Person 3"": [""Good C"", ""Good E""]
}",1,2,3,1,3,2
52,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good C""]
}",2,3,1,2,1,2
53,"{
""Person 1"": ""Good C, Good E"",
""Person 2"": ""Good A, Good D, Good F"",
""Person 3"": ""Good B""
}",2,3,1,2,1,2
54,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good C""],
""Person 3"": [""Good D"", ""Good F""]
}",2,1,2,3,1,3
55,"{
""Person 1"": [""Good A"", ""Good B"", ""Good E""],
""Person 2"": [""Good C"", ""Good F""],
""Person 3"": [""Good D""]
}",1,1,2,3,1,2
56,"{
""Person 1"": ""Good B, Good D, Good F"",
""Person 2"": ""Good A, Good C, Good E"",
""Person 3"": ""Good D""
}",2,1,2,3,2,1
57,"{
""Person 1"": [""Good B"", ""Good C"", ""Good D""],
""Person 2"": [""Good A"", ""Good E"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",2,1,1,1,2,2
58,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good F""]
}",2,3,1,2,1,3
59,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good C""]
}",1,2,1,2,1,2
60,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",2,1,3,3,1,2
61,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
62,"{
""Person 1"": ""Good C, Good E"",
""Person 2"": ""Good A, Good D, Good F"",
""Person 3"": ""Good B""
}",2,3,1,2,1,2
63,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
64,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good B"", ""Good D""],
""Person 3"": [""Good F""]
}",2,2,1,2,1,3
65,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good E"", ""Good F""],
""Person 3"": [""Good B"", ""Good C""]
}",1,3,3,1,2,2
66,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good E"", ""Good F""]
}",2,3,1,2,3,3
67,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good C"", ""Good F""]
}",2,1,3,2,1,3
68,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
69,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good C""]
}",1,2,3,2,1,2
70,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good C""]
}",1,2,3,2,1,2
71,"{
""Person 1"": [""Good C"", ""Good D""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,1,3,2
72,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",1,2,3,3,1,2
73,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
74,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A""]
}",1,2,1,2,1,2
75,"{
""Person 1"": ""Good A, Good B, Good E"",
""Person 2"": ""Good C, Good D, Good F"",
""Person 3"": ""Good A, Good B""
}",1,1,2,2,1,2
76,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
77,"{
""Person 1"": [""Good A"", ""Good C"", ""Good F""],
""Person 2"": [""Good B"", ""Good D"", ""Good E""],
""Person 3"": [""Good A"", ""Good C"", ""Good F""]
}",1,2,1,2,2,1
78,"{
""Person 1"": [""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good B"", ""Good E""],
""Person 3"": [""Good C""]
}",2,2,3,1,2,1
79,"{
""Person 1"": ""Good A"",
""Person 2"": ""Good B, Good C, Good F"",
""Person 3"": ""Good D, Good E""
}",1,2,2,3,3,2
80,"{
""Person 1"": [""Good A"", ""Good C"", ""Good F""],
""Person 2"": [""Good B"", ""Good D"", ""Good E""],
""Person 3"": []
}",1,2,1,2,2,1
81,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
82,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,2,3,2
83,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C"", ""Good D"", ""Good E""],
""Person 3"": [""Good F""]
}",1,1,2,2,2,3
84,"{
""Person 1"": ""Good C, Good E"",
""Person 2"": ""Good A, Good B, Good D"",
""Person 3"": ""Good F""
}",2,2,1,2,1,3
85,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",2,1,3,3,1,2
86,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",1,2,1,3,3,2
87,"{
""Person 1"": [""Good A"", ""Good C"", ""Good F""],
""Person 2"": [""Good B"", ""Good D"", ""Good E""],
""Person 3"": [""Good A"", ""Good B""]
}",1,2,1,2,2,1
88,"{
""Person 1"": [""Good A"", ""Good B"", ""Good C""],
""Person 2"": [""Good D"", ""Good E"", ""Good F""],
""Person 3"": []
}",1,1,1,2,2,2
89,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good D""]
}",2,1,1,3,1,2
90,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good D""]
}",1,2,1,3,1,2
91,"{
""Person 1"": [""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,2,3,1
92,"{
""Person 1"": [""Good A"", ""Good B"", ""Good C""],
""Person 2"": [""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",1,1,1,2,3,2
93,"{
""Person 1"": [""Good A"", ""Good B"", ""Good E""],
""Person 2"": [""Good C"", ""Good D"", ""Good F""],
""Person 3"": [""Good A""]
}",3,1,2,2,1,2
94,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good F""]
}",2,3,1,2,1,3
95,"{
""Person 1"": [""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good C"", ""Good E""],
""Person 3"": [""Good B""]
}",2,3,2,1,2,1
96,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",2,1,3,3,1,2
97,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A""]
}",1,2,1,2,1,2
98,"{
""Person 1"": ""Good B, Good C, Good E"",
""Person 2"": ""Good A, Good D, Good F"",
""Person 3"": ""Good D, Good E""
}",2,1,1,3,1,2
99,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
