,Text,Good A,Good B,Good C,Good D,Good E,Good F
14,"{
""Person 1"": [""Good A"", ""Good C"", ""Good F""],
""Person 2"": [""Good B"", ""Good D""],
""Person 3"": [""Good E""]
}",1,2,1,2,3,1
15,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good F""]
}",2,3,1,2,1,3
16,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,2,3,2
17,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",2,1,1,3,3,2
18,"{
""Person 1"": ""[Good C, Good E]"",
""Person 2"": ""[Good A, Good D]"",
""Person 3"": ""[Good B, Good F]""
}",2,3,1,2,1,3
19,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",1,3,1,2,1,2
20,"{
""Person 1"": ""Good B, Good C, Good F"",
""Person 2"": ""Good A, Good D, Good E"",
""Person 3"": ""Good A, Good E""
}",3,1,1,2,2,1
21,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good E"", ""Good F""],
""Person 3"": [""Good B"", ""Good D"", ""Good E""]
}",2,3,1,3,3,2
22,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A""]
}",3,2,1,2,1,2
23,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good E"", ""Good F""]
}",2,1,1,2,3,3
24,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good C"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",2,1,2,3,3,2
25,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
26,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
27,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
28,"{
""Person 1"": [""Good B"", ""Good C"", ""Good D""],
""Person 2"": [""Good A"", ""Good E""],
""Person 3"": [""Good F""]
}",2,1,1,1,2,3
29,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
30,"{
""Person 1"": [""Good B"", ""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,1
31,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good E""]
}",1,2,1,2,1,2
32,"{
""Person 1"": [""Good B"", ""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D"", ""Good E""],
""Person 3"": [""Good A"", ""Good C"", ""Good F""]
}",2,1,1,2,2,1
33,"```JSON
{
""Person 1"": [""Good B"", ""Good C"", ""Good F""], 
""Person 2"": [""Good A"", ""Good D""], 
""Person 3"": [""Good E""]
}
```",2,1,1,2,3,1
34,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good B"", ""Good F""],
""Person 3"": [""Good D""]
}",2,2,1,3,1,2
35,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
36,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,2,3,2
37,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good C"", ""Good E""]
}",1,2,1,2,1,2
38,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,3,1,2
39,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good C"", ""Good E""]
}",1,2,1,2,1,2
40,"{
""Person 1"": [""Good B"", ""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D"", ""Good E""],
""Person 3"": [""Good B"", ""Good C"", ""Good F""]
}",2,1,1,2,2,1
41,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
42,"{
""Person 1"": [""Good C"", ""Good E"", ""Good F""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,1
43,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good D""]
}",1,2,1,3,1,2
44,"{
""Person 1"": [""Good A"", ""Good D""],
""Person 2"": [""Good B"", ""Good C"", ""Good F""],
""Person 3"": [""Good E""]
}",1,2,2,1,3,2
45,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
46,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good C"", ""Good F""],
""Person 3"": [""Good D""]
}",2,1,2,3,1,2
47,"{
""Person 1"": [""Good B"", ""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good C""],
""Person 3"": [""Good E""]
}",2,1,2,1,3,1
48,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
49,"{
""Person 1"": [""Good B"", ""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good C""],
""Person 3"": [""Good E""]
}",2,1,2,1,3,1
50,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
51,"{
""Person 1"": ""[Good A, Good B, Good E]"",
""Person 2"": ""[Good D, Good F]"",
""Person 3"": ""[Good C]""
}",1,1,3,2,1,2
52,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
53,"{
""Person 1"": [""Good A"", ""Good D"", ""Good F""],
""Person 2"": [""Good C"", ""Good E"", ""Good B""],
""Person 3"": [""Good A"", ""Good D""]
}",1,2,2,1,2,1
54,"{
""Person 1"": [""Good B"", ""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D"", ""Good E""],
""Person 3"": [""Good D"", ""Good E""]
}",1,2,1,3,3,1
55,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good C"", ""Good F""]
}",2,1,3,2,1,3
56,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,3,1,2,1,2
57,"{
""Person 1"": [""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good E""]
}",2,3,1,2,3,2
58,"{
""Person 1"": ""Good C, Good D"",
""Person 2"": ""Good A, Good B, Good F"",
""Person 3"": ""Good E""
}",2,2,1,1,3,2
59,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good B"", ""Good D""]
}",3,2,1,3,1,2
60,"{
""Person 1"": ""Good A, Good C, Good F"",
""Person 2"": ""Good B, Good D"",
""Person 3"": ""Good E""
}",1,2,1,2,3,1
61,"{
""Person 1"": [""Good B"", ""Good E"", ""Good F""],
""Person 2"": [""Good A"", ""Good C"", ""Good D""],
""Person 3"": [""Good C""]
}",2,1,3,2,1,1
62,"{
""Person 1"": [""Good A"", ""Good C"", ""Good E""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good D"", ""Good E""]
}",1,2,1,3,3,2
63,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B""]
}",2,1,1,2,1,2
64,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good B""]
}",3,3,1,2,1,2
65,"{
""Person 1"": ""Good C, Good D"",
""Person 2"": ""Good A, Good B"",
""Person 3"": ""Good E, Good F""
}",2,2,1,1,3,3
66,"{
""Person 1"": ""Good C, Good E"",
""Person 2"": ""Good A, Good B, Good D"",
""Person 3"": ""Good F""
}",2,2,1,2,1,3
67,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good F""]
}",2,1,1,2,1,3
68,"{
""Person 1"": [""Good D"", ""Good E"", ""Good F""],
""Person 2"": [""Good C"", ""Good A""],
""Person 3"": [""Good B""]
}",2,3,2,1,1,1
69,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good C"", ""Good F""],
""Person 3"": [""Good D""]
}",1,2,2,3,1,2
70,"{
""Person 1"": [""Good A"", ""Good B"", ""Good D""],
""Person 2"": [""Good C"", ""Good E""],
""Person 3"": [""Good F""]
}",1,1,2,1,2,3
71,"{
""Person 1"": [""Good C"", ""Good F"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good B""],
""Person 3"": [""Good G""]
}",2,2,1,2,1,1
72,"{
""Person 1"": [""Good C"",""Good E""],
""Person 2"": [""Good A"", ""Good D"",""Good F""],
""Person 3"": [""Good B"",""Good C""]
}",2,3,1,2,1,2
73,"```JSON
{
""Person 1"": [""Good C"", ""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good B"", ""Good E""],
""Person 3"": [""Good A"", ""Good B"", ""Good E""]
}
```",1,2,1,1,2,1
74,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good A"", ""Good D""]
}",3,1,1,3,1,2
75,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good E"", ""Good F""]
}",2,1,1,2,3,3
76,"{
""Person 1"": [""Good A"", ""Good C"", ""Good D""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good E""]
}",1,2,1,1,3,2
77,"```JSON
{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good D""]
}
```",2,1,1,2,1,2
78,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good B"", ""Good F""],
""Person 3"": [""Good D""]
}",2,2,1,3,1,2
79,"{
""Person 1"": [""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good D"", ""Good E""],
""Person 3"": [""Good B""]
}",2,3,1,2,2,1
80,"{
""Person 1"": [""Good A"", ""Good B"", ""Good F""],
""Person 2"": [""Good C"", ""Good D"", ""Good E""],
""Person 3"": []
}",1,1,2,2,2,1
81,"{
""Person 1"": ""Good A, Good E"",
""Person 2"": ""Good C, Good F"",
""Person 3"": ""Good B, Good D""
}",1,3,2,3,1,2
82,"{
""Person 1"": [""Good A"", ""Good B""],
""Person 2"": [""Good C"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",1,1,2,2,3,2
83,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
84,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good C"", ""Good D"", ""Good F""],
""Person 3"": [""Good C""]
}",1,2,3,2,1,2
85,"{
""Person 1"": [""Good B"", ""Good C""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",2,1,1,2,3,2
86,"{
""Person 1"": [""Good A"", ""Good E""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good C"", ""Good D""]
}",1,2,3,3,1,2
87,"{
""Person 1"": ""Good B"",
""Person 2"": ""Good A, Good C, Good D, Good F"",
""Person 3"": ""Good E""
}",2,1,2,2,3,2
88,"{
""Person 1"": [""Good D"", ""Good E""],
""Person 2"": [""Good A"", ""Good C""],
""Person 3"": [""Good B"", ""Good F""]
}",2,3,2,1,1,3
89,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",1,2,1,3,3,2
90,"{
""Person 1"": [""Good A"", ""Good C""],
""Person 2"": [""Good B"", ""Good D"", ""Good F""],
""Person 3"": [""Good E""]
}",1,2,1,2,3,2
91,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D""],
""Person 3"": [""Good B"", ""Good F""]
}",2,3,1,2,1,3
92,"{
""Person 1"": [""Good A"", ""Good D"", ""Good F""],
""Person 2"": [""Good B"", ""Good C"", ""Good E""],
""Person 3"": [""Good A"", ""Good D"", ""Good F""]
}",1,2,2,1,2,1
93,"{
""Person 1"": [""Good B"", ""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good F""],
""Person 3"": [""Good D""]
}",2,1,1,3,1,2
94,"{
""Person 1"": [""Good C"", ""Good F""],
""Person 2"": [""Good A"", ""Good B"", ""Good E""],
""Person 3"": [""Good D"", ""Good F""]
}",2,2,1,3,2,1
95,"{
""Person 1"": [""Good D"", ""Good F""],
""Person 2"": [""Good A"", ""Good B""],
""Person 3"": [""Good C"", ""Good E""]
}",2,2,3,1,3,1
96,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good C""],
""Person 3"": [""Good D"", ""Good F""]
}",2,1,2,3,1,3
97,"{
""Person 1"": [""Good B"", ""Good E""],
""Person 2"": [""Good A"", ""Good C"", ""Good F""],
""Person 3"": [""Good D"", ""Good E""]
}",2,1,2,3,3,2
98,"{
""Person 1"": [""Good C"", ""Good E""],
""Person 2"": [""Good A"", ""Good D"", ""Good F""],
""Person 3"": [""Good B"", ""Good D""]
}",2,3,1,2,1,2
99,"{
  ""Person 1"": [""Good B"", ""Good E""],
  ""Person 2"": [""Good A"", ""Good D""],
  ""Person 3"": [""Good C"", ""Good F""]
}",2,1,3,2,1,3
