,Text,Good A,Good B,Good C,You money,Person 2 money,Person 3 money
28,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
29,"{
""You"": [""Good A"", 6],
""Person 2"": [""Good C"", 3],
""Person 3"": [""Good B"", 0]
}",You,3,2,6,3,0
30,"{
""You"": [""Good C"", ""3""],
""Person 2"": [""Good A"", ""3""],
""Person 3"": [""Good B"", ""3""]
}",2,3,You,3,3,3
31,"{
""You"": [""Good A"", ""7""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,7,2,0
32,"{
""You"": [""Good A"", 5],
""Person 2"": [""Good B"", ""Good C"", 4],
""Person 3"": [""3""]
}",You,2,2,5,4,0
33,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,3,4,5,0
34,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
35,"{
""You"": [""Good A"", ""Good C"", 7],
""Person 2"": [""Good B"", 2],
""Person 3"": []
}",You,2,You,7,2,0
36,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""5""],
""Person 3"": [""3""]
}",You,2,2,4,5,0
37,"{
""You"": [""Good A"", 0],
""Person 2"": [""Good B"", 9],
""Person 3"": [""Good C"", 0]
}",You,2,3,0,9,0
38,"{
""You"": [""Good C"", ""3""],
""Person 2"": [""Good A"", ""4""],
""Person 3"": [""Good B"", ""2""]
}",2,3,You,3,4,2
39,"{
""You"": [""Good A"", 1],
""Person 2"": [""Good B"", 8],
""Person 3"": [""Good C"", 0]
}",You,2,3,1,8,0
40,"{
""You"": ""[Good A, 1]"",
""Person 2"": ""[Good B, 4]"",
""Person 3"": ""[Good C, 4]""
}",You,2,3,1,4,4
41,"{
""You"": [""Good A"", ""Good C"", ""2""],
""Person 2"": [""Good B"", ""7""],
""Person 3"": [""4""]
}",You,2,You,2,7,0
42,"{
""You"": ""[Good A, Good C, 1]"",
""Person 2"": ""[Good B, 4]"",
""Person 3"": ""[3]""
}",You,2,You,1,4,3
43,"{
""You"": [""Good C"", ""4""],
""Person 2"": [""Good A"", ""3""],
""Person 3"": [""Good B"", ""2""]
}",2,3,You,4,3,2
44,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""3""]
}",You,2,3,2,4,3
45,"{
""You"": [""Good A"", ""9""],
""Person 2"": [""Good B""],
""Person 3"": [""Good C""]
}",You,2,3,9,0,0
46,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,None,4,5,0
47,"{
""You"": [""Good A"", ""Good C"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""9""]
}",You,2,You,3,6,0
48,"{
""You"": [""Good A"", ""Good C"", 6],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good A"", 9]
}",You,2,You,6,3,9
49,"{
""You"": [""Good A"", ""Good C"", 2],
""Person 2"": [""Good B"", 4],
""Person 3"": [""3""]
}",You,2,You,2,4,3
50,"```JSON
{
""You"": [""Good A"", ""Good C"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""4""]
}
```",You,2,You,3,6,0
51,"{
""You"": ""[Good A, 3]"",
""Person 2"": ""[Good B, 6]"",
""Person 3"": ""[Good C]""
}",You,2,3,3,6,0
52,"{
""You"": [""Good A"", ""Good C"", 1],
""Person 2"": [""Good B"", 3],
""Person 3"": [4]
}",You,2,You,1,3,4
53,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,3,4,2
54,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""Good C"", ""6""],
""Person 3"": [""4""]
}",You,2,2,3,6,0
55,"{
""You"": [""Good A"", 2],
""Person 2"": [""Good B"", 7],
""Person 3"": [""Good C"", 0]
}",You,2,3,2,7,0
56,"{
""You"": [""Good A"", ""5""],
""Person 2"": [""Good B"", ""4""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,4,5,0
57,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""Good C"", ""5""],
""Person 3"": [""3""]
}",You,2,2,4,5,0
58,"{
""You"": ""[Good A, 4]"",
""Person 2"": ""[Good B, Good C, 5]"",
""Person 3"": ""[3]""
}",You,2,2,4,5,0
59,"{
""You"": [""Good C"", ""3""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good A"", ""3""]
}",3,2,You,3,3,3
60,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,2,5,2
61,"{
""You"": ""[Good A, 1]"",
""Person 2"": ""[Good B, 6]"",
""Person 3"": ""[Good C, 2]""
}",You,2,3,1,6,2
62,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
63,"{
""You"": [""Good A"", ""5 units of money""],
""Person 2"": [""Good B"", ""4 units of money""],
""Person 3"": [""Good C"", ""0 units of money""]
}",You,2,3,5,4,0
64,"{
""You"": [""Good A"", ""2""],
""Person 2"": [""Good B"", ""5""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,2,5,2
65,"{
""You"": [""Good A"", ""Good B"", ""3""],
""Person 2"": [""Good C"", ""6""],
""Person 3"": [""9""]
}",You,You,2,3,6,0
66,"```json
{
""You"": [""Good A"", ""Good C"", ""1 unit of money""],
""Person 2"": [""Good B"", ""5 units of money""],
""Person 3"": [""3 units of money""]
}
```",You,2,You,1 unit of money,5 units of money,3 units of money
67,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good C"", 5],
""Person 3"": [""Good B"", 9]
}",You,3,2,4,5,9
68,"{
""You"": [""Good A"", ""5""],
""Person 2"": [""Good B"", ""Good C"", ""4""],
""Person 3"": [""Money 9""]
}",You,2,2,5,4,0
69,"{
""You"": [""Good A"", 0],
""Person 2"": [""Good B"", 0],
""Person 3"": [""Good C"", 9]
}",You,2,3,0,0,9
70,"{
""You"": [""Good A"", 0],
""Person 2"": [""Good B"", 9],
""Person 3"": [""Good C"", 0]
}",You,2,3,0,9,0
71,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""Good C"", 0]
}",You,2,3,3,6,0
72,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good C"", 6],
""Person 3"": [""Good B"", 0]
}",You,3,2,3,6,0
73,"{
""You"": [""Good A"", 2],
""Person 2"": [""Good C"", 5],
""Person 3"": [""Good B"", 2]
}",You,3,2,2,5,2
74,"```json
{
""You"": [""Good A"", ""Good B"", 2],
""Person 2"": [""Good C"", 7],
""Person 3"": []
}
```",You,You,2,2,7,0
75,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", ""Good C"", 5],
""Person 3"": [3]
}",You,2,2,4,5,0
76,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
77,"{
""You"": [""Good A"", 2],
""Person 2"": [""Good B"", 4],
""Person 3"": [""Good C"", 3]
}",You,2,3,2,4,3
78,"{
""You"": [""Good A"", 5],
""Person 2"": [""Good B"", 4],
""Person 3"": [""Good C"", 0]
}",You,2,3,5,4,0
79,"{
""You"": [""Good A"", ""1""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,1,6,2
80,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
81,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""Good C"", 0]
}",You,2,3,3,6,0
82,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
83,"{
""You"": ""[(Good A, Good C), 3]"",
""Person 2"": ""[(Good B), 6]"",
""Person 3"": ""[], 0""
}",You,2,You,3,6,0
84,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 5],
""Person 3"": [""Good C"", 0]
}",You,2,3,4,5,0
85,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 6],
""Person 3"": [""Good C"", 0]
}",You,2,3,3,6,0
86,"``` JSON
{
""You"": ""[Good B, Good C, 4]"",
""Person 2"": ""[Good A, 5]"",
""Person 3"": ""[3]""
}
```",2,You,You,4,5,0
87,"{
""You"": [""Good B"", ""2""],
""Person 2"": [""Good A"", ""3""],
""Person 3"": [""Good C"", ""4""]
}",2,You,3,2,3,4
88,"``` JSON
{
  ""You"": [""Good A"", ""Good C"", ""3""],
  ""Person 2"": [""Good B"", ""6""],
  ""Person 3"": [""0""]
}
```",You,2,You,3,6,0
89,"{
""You"": [""Good A"", ""Good C"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""2""]
}",You,2,You,3,6,0
90,"{
""You"": [""Good A"", ""4""],
""Person 2"": [""Good B"", ""3""],
""Person 3"": [""Good C"", ""2""]
}",You,2,3,4,3,2
91,"{
""You"": [""Good C""],
""Person 2"": [""Good A""],
""Person 3"": [""Good B"", 2]
}",2,3,You,0,0,2
92,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
93,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", ""Good C"", 3],
""Person 3"": [""4""]
}",You,2,2,3,3,4
94,"``` JSON
{
 ""You"": [""Good A"", ""2""], 
 ""Person 2"": [""Good B"", ""4""], 
 ""Person 3"": [""Good C"", ""3""]
}
```",You,2,3,2,4,3
95,"{
""You"": [""Good A"", 4],
""Person 2"": [""Good B"", 3],
""Person 3"": [""Good C"", 2]
}",You,2,3,4,3,2
96,"{
""You"": [""Good A"", 3],
""Person 2"": [""Good B"", 4],
""Person 3"": [""Good C"", 2]
}",You,2,3,3,4,2
97,"{
""You"": [""Good A""],
""Person 2"": [""Good B"", ""2""],
""Person 3"": [""Good C"", ""7""]
}",You,2,3,0,2,7
98,"{
""You"": [""Good A"", ""3""],
""Person 2"": [""Good B"", ""6""],
""Person 3"": [""Good C"", ""0""]
}",You,2,3,3,6,0
99,"{
""You"": [""Good A"", 7],
""Person 2"": [""Good B"", 2],
""Person 3"": [""Good C"", 0]
}",You,2,3,7,2,0
